page,block_id,raw_label,content_preview,bbox,role,role_confidence,evidence,seed_role,seed_confidence,zone,style_family,marker_type,render_default,index_default
1,0,header,nature reviews endocrinology,"[74.0, 79.0, 430.0, 112.0]",noise,0.9,"[""header label""]",noise,0.9,frontmatter_main_zone,support_like,none,False,False
1,1,header,https://doi.org/10.1038/s41574-024-00969-x,"[778.0, 80.0, 1125.0, 105.0]",noise,0.9,"[""header label""]",noise,0.9,frontmatter_main_zone,support_like,none,False,False
1,2,header,Check for updates,"[958.0, 185.0, 1125.0, 211.0]",noise,0.9,"[""header label""]",noise,0.9,frontmatter_main_zone,support_like,short_fragment,False,False
1,3,text,Review article,"[75.0, 185.0, 216.0, 212.0]",non_body_insert,0.3,"[""short text, uncertain role""]",unknown_structural,0.3,frontmatter_main_zone,support_like,short_fragment,False,False
1,4,doc_title,Metabolic regulation of skeletal cell fate and function,"[76.0, 235.0, 969.0, 375.0]",paper_title,0.8,"[""page-1 zone title_zone: Metabolic regulation of skeletal cell fate and function""]",paper_title,0.8,frontmatter_main_zone,support_like,none,True,True
1,5,paragraph_title,Steve Stegen Ⓤ & Geert Carmeliet Ⓤ ✉ Abstract,"[74.0, 443.0, 421.0, 505.0]",authors,0.6,"[""author byline on page 1, assigned as authors: Steve Stegen \u24ca & Geert Carmeliet \u24ca \u2709 Abstract""]",authors,0.6,frontmatter_main_zone,support_like,none,True,True
1,6,footer,,"[75.0, 480.0, 167.0, 505.0]",noise,0.9,"[""footer label""]",noise,0.9,frontmatter_main_zone,support_like,empty,False,False
1,7,abstract,Bone development and bone remodelling during adult life are highly anabolic processes requiring an adequate supply of oxygen and nutrients. Bone-forming osteoblasts and bone-resorbing osteoclasts inte,"[73.0, 542.0, 858.0, 1254.0]",abstract_body,0.85,"[""abstract label from Paddle OCR""]",abstract_body,0.85,frontmatter_main_zone,support_like,none,True,True
1,8,table,<table><tr><td>Sections</td></tr><tr><td>Introduction</td></tr><tr><td>Cell types involved in skeletal development and homeostasis</td></tr><tr><td>A general overview of cell metabolism</td></tr><tr><,"[871.0, 487.0, 1123.0, 1124.0]",media_asset,0.85,"[""media label: table""]",media_asset,0.85,frontmatter_main_zone,support_like,none,True,True
1,9,text,Conclusions,"[874.0, 1125.0, 980.0, 1149.0]",non_body_insert,0.3,"[""short text, uncertain role""]",unknown_structural,0.3,frontmatter_main_zone,heading_like,canonical_section_name,False,False
1,10,footnote,"Laboratory of Clinical and Experimental Endocrinology, Department of Chronic Diseases and Metabolism, KU Leuven, Leuven, Belgium. e-mail: geert.carmeliet@kuleuven.be","[75.0, 1449.0, 825.0, 1494.0]",footnote,0.7,"[""footnote label: Laboratory of Clinical and Experimental Endocrinology, Depar""]",footnote,0.7,frontmatter_main_zone,support_like,none,True,True
1,11,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1522.0, 556.0, 1544.0]",noise,0.9,"[""footer label""]",noise,0.9,frontmatter_main_zone,support_like,none,False,False
1,12,number,399,"[1088.0, 1523.0, 1124.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,frontmatter_main_zone,support_like,short_fragment,False,False
2,0,header,Review article,"[77.0, 80.0, 307.0, 117.0]",noise,0.9,"[""header label""]",noise,0.9,frontmatter_side_zone,support_like,short_fragment,False,False
2,1,paragraph_title,Key points,"[76.0, 221.0, 182.0, 247.0]",structured_insert,0.7,"[""structured insert label: key points""]",structured_insert_candidate,0.7,frontmatter_side_zone,heading_like,short_fragment,False,False
2,2,table,"<table><tr><td>• Skeletal stem and progenitor cells display a high metabolic flexibility, and are likely to adapt to changing microenvironments.</td></tr><tr><td>• Osteoblasts use glycolysis and fatty","[73.0, 270.0, 591.0, 738.0]",structured_insert,0.85,"[""media label: table""]",media_asset,0.85,frontmatter_side_zone,support_like,none,False,False
2,3,vision_footnote,"• Metabolic disturbance is linked to skeletal cell dysfunction during bone pathology, and bone-metastatic and leukaemic cells hijack skeletal cell metabolism to support their tumorigenic spread.","[74.0, 675.0, 566.0, 743.0]",structured_insert,0.7,"[""vision_footnote label: \u2022 Metabolic disturbance is linked to skeletal cell dysfuncti""]",footnote,0.7,frontmatter_side_zone,support_like,none,False,False
2,4,paragraph_title,Introduction,"[76.0, 780.0, 210.0, 803.0]",section_heading,0.9,"[""explicit scholarly heading: Introduction""]",section_heading,0.9,frontmatter_side_zone,heading_like,canonical_section_name,True,True
2,5,text,"The skeleton has been considered to be a metabolically active organ for decades $ ^{1-3} $. The formation of bone, and also its maintenance throughout life, rely on highly anabolic, nutrient-consuming","[73.0, 805.0, 593.0, 1192.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,6,text,"Technological developments have enabled scientists to thoroughly analyse cell metabolism in vitro and even in vivo. Most studies have been performed in the context of cancer biology, but more recently","[73.0, 1192.0, 593.0, 1386.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,7,text,"information on the importance of skeletal cell metabolism for bone
and whole-body physiology. The most relevant in vivo studies for this
Review are listed in Table 1.","[606.0, 222.0, 1126.0, 289.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,8,text,"In this Review, we summarize the current understanding of fuel selection and intermediary metabolic pathways in bone cells during bone formation, and how metabolic dysfunction can contribute to skelet","[73.0, 1385.0, 594.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,9,paragraph_title,Cell types involved in skeletal development and homeostasis,"[607.0, 306.0, 1098.0, 352.0]",unknown_structural,0.8,"[""page-1 zone title_zone: Cell types involved in skeletal development and homeostasis""]",paper_title,0.8,body_zone,heading_like,none,False,True
2,10,text,Skeletal development strongly depends on the differentiation and activity of phenotypically distinct cell types that are derived from different lineages. The mesenchymal lineage gives rise to bone-for,"[606.0, 353.0, 1126.0, 483.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,11,text,"The different mature mesenchymal cell types are not derived from a single stem cell but from a diverse set of skeletal stem and progenitor cells (SSPCs), which are found in distinct anatomical niches ","[606.0, 483.0, 1127.0, 675.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,12,text,Osteoblasts derive from all subtypes of SSPCs and typically produce a collagenous extracellular matrix that later on becomes mineralized. Most terminally differentiated osteoblasts become progressivel,"[606.0, 675.0, 1128.0, 1322.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,13,text,"The formation of bone tissue is balanced by the action of bone-resorbing osteoclasts, which are myeloid lineage cells that remove damaged or fatigued bone through local dissolution of bone mineral and","[605.0, 1320.0, 1128.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,14,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
2,15,number,400,"[1086.0, 1524.0, 1125.0, 1543.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
3,0,paragraph_title,Review article,"[77.0, 80.0, 308.0, 116.0]",noise,0.8,"[""running header: review article""]",noise,0.8,body_zone,heading_like,short_fragment,False,False
3,1,figure_title,Table 1 | In vivo metabolic studies in different cell types using transgenic mouse models,"[77.0, 222.0, 815.0, 249.0]",table_caption,0.9,"[""table prefix matched: Table 1 | In vivo metabolic studies in different cell types ""]",table_caption,0.9,display_zone,table_caption_like,table_number,True,True
3,2,table,"<table><tr><td>Gene</td><td>Cre driver</td><td>Phenotype</td><td>Cell function</td><td>Metabolism</td><td>Refs.</td></tr><tr><td colspan=""6"">SSPCs</td></tr><tr><td>Glut1</td><td>Prrx1</td><td>No effec","[74.0, 248.0, 1124.0, 1498.0]",table_html,0.85,"[""media label: table""]",media_asset,0.85,body_zone,body_like,none,True,True
3,3,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 557.0, 1544.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
3,4,number,401,"[1091.0, 1524.0, 1124.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
4,0,paragraph_title,Review article,"[77.0, 81.0, 308.0, 117.0]",noise,0.8,"[""running header: review article""]",noise,0.8,body_zone,heading_like,short_fragment,False,False
4,1,figure_title,Table 1 (continued) | In vivo metabolic studies in different cell types using transgenic mouse models,"[77.0, 222.0, 917.0, 248.0]",table_caption,0.9,"[""table prefix matched: Table 1 (continued) | In vivo metabolic studies in different""]",table_caption,0.9,display_zone,table_caption_like,table_number,True,True
4,2,table,"<table><tr><td>Gene</td><td>Cre driver</td><td>Phenotype</td><td>Cell function</td><td>Metabolism</td><td>Refs.</td></tr><tr><td colspan=""6"">Chondrocytes (continued)</td></tr><tr><td>Elovl6</td><td>Sy","[77.0, 241.0, 1124.0, 903.0]",table_html,0.85,"[""media label: table""]",media_asset,0.85,body_zone,body_like,none,True,True
4,3,vision_footnote,"This table summarizes the most important in vivo studies mentioned in the main text.?, mechanism is not yet fully understood; αKG, α-ketoglutarate; Ac-CoA, acetyl coenzyme A; AMPK, AMP-activated prote","[73.0, 905.0, 1083.0, 975.0]",footnote,0.7,"[""vision_footnote label: This table summarizes the most important in vivo studies men""]",footnote,0.7,body_zone,body_like,none,True,True
4,4,paragraph_title,A general overview of cell metabolism,"[75.0, 1017.0, 469.0, 1041.0]",subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: A general overview of cell metabolism""]",subsection_heading,0.6,body_zone,heading_like,none,True,True
4,5,text,"Historically, most studies in the bone field focused on identifying the nutritional sources and metabolic pathways that support the synthesis of ATP. The main cellular bioenergetic hub consists of the","[73.0, 1041.0, 595.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,6,text,"securing energy homeostasis in oxygen-limiting conditions. In addi-
tion, lactate production also secures the regeneration of NADH from
NAD+, which is necessary for several biosynthetic reactions21. R","[606.0, 1019.0, 1127.0, 1214.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,7,text,"In addition to ATP production, many other metabolic pathways produce intermediates with additional regulatory roles (Fig. 2). For example, metabolites such as citrate, α-ketoglutarate and pyruvate can","[605.0, 1212.0, 1128.0, 1496.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,8,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
4,9,number,402,"[1088.0, 1524.0, 1126.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
5,0,header,Review article,"[77.0, 80.0, 307.0, 115.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
5,1,paragraph_title,Skeletal cell metabolism is more than just bioenergetics Cell metabolism of SSPCs and osteogenic and adipogenic descendants,"[74.0, 220.0, 548.0, 308.0]",section_heading,0.6,"[""unnumbered paragraph_title, inferred level section_heading: Skeletal cell metabolism is more than just bioenergetics Cel""]",section_heading,0.6,body_zone,heading_like,none,True,True
5,2,footer,,"[74.0, 266.0, 548.0, 308.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,empty,False,False
5,3,text,"SSPCs are metabolically flexible cells. SSPCs are essential for bone development and maintenance, but insights into their in vivo metabolic profile are still limited, mainly because of technical limit","[73.0, 309.0, 594.0, 675.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,4,text,"Of the different nutrients, glucose has long been considered to be the most important for SSPC function (Fig. 3), as evidenced by in vitro deprivation studies. Intriguingly, deletion of the glucose tr","[73.0, 675.0, 594.0, 1192.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,5,text,"Besides glucose, fatty acids are also a possible nutritional source for SSPCs, as these cells express several fatty acid oxidation (FAO)-related genes $ ^{30} $ (Fig. 3). However, carnitine palmitoylt","[73.0, 1192.0, 593.0, 1343.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,6,text,"Concerning amino acid metabolism, the amino acid sensor GCN2 (also known as eIF2AK4) controls the proliferation of bone marrow SSPCs and their progeny. GCN2 becomes activated when intracellular free a","[73.0, 1342.0, 594.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,7,text,"amino acid in circulation32, is taken up by SSPCs, and its conversion to
α-ketoglutarate is important for the proliferation of cultured SSPCs33,34.
However, the in vivo deletion of the rate-limiting e","[605.0, 223.0, 1125.0, 352.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,8,text,The lack of an in vivo bone phenotype when important metabolic transporters or enzymes are deleted suggests that SSPCs display a high metabolic plasticity. This metabolic flexibility is probably neede,"[605.0, 353.0, 1128.0, 568.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,9,text,"In addition, the high metabolic plasticity of SSPCs provides strategic opportunities for tissue engineering approaches, whereby cells have to be transplanted in the avascular environment of the fractu","[605.0, 568.0, 1127.0, 765.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,10,image,,"[610.0, 799.0, 1126.0, 1337.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,body_like,empty,True,True
5,11,figure_title,"Fig. 1 | Differentiation of bone-resident cell types. The mesenchymal lineage gives rise to skeletal stem and progenitor cells (SSPC) that can differentiate into cartilage-forming chondrocytes, bone-f","[606.0, 1353.0, 1122.0, 1494.0]",figure_caption,0.92,"[""figure_title label: Fig. 1 | Differentiation of bone-resident cell types. The me""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
5,12,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
5,13,number,403,"[1088.0, 1524.0, 1124.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
6,0,paragraph_title,Review article,"[77.0, 80.0, 308.0, 117.0]",noise,0.8,"[""running header: review article""]",noise,0.8,body_zone,heading_like,short_fragment,False,False
6,1,image,,"[78.0, 223.0, 1121.0, 1037.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,body_like,empty,True,True
6,2,text,"Fig. 2 | Metabolic features of skeletal cells. Environmental cues lead to intracellular signalling, which in turn causes metabolic reprogramming. The metabolic pathways important for this Review inclu","[74.0, 1051.0, 583.0, 1214.0]",figure_caption,0.9,"[""figure prefix matched: Fig. 2 | Metabolic features of skeletal cells. Environmental"", ""long text, reduced confidence"", ""near figure media assets""]",figure_caption,0.9,display_zone,legend_like,figure_number,True,True
6,3,vision_footnote,"histone and DNA modification to control skeletal cell fate and differentiation. Ac-CoA, acetyl coenzyme A; AMPK, AMP-activated protein kinase; CI–CIV, different complexes (C) of the ETC; CoQ, coenzyme","[607.0, 1050.0, 1119.0, 1194.0]",footnote,0.7,"[""vision_footnote label: histone and DNA modification to control skeletal cell fate a""]",footnote,0.7,body_zone,body_like,none,True,True
6,4,text,"maintain redox and energy balance and sustain proliferation $ ^{25} $. These metabolic changes also increase 2-hydroxyglutarate and succinate levels, which reduce ten-eleven translocation (TET) DNA de","[73.0, 1277.0, 593.0, 1494.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
6,5,text,"cells use glycogenolysis to sustain their bioenergetic balance for longer
and they have increased ROS scavenging capacity. Conversely, deletion
of HIF1α in periosteal SSPCs reduces their survival and ","[606.0, 1277.0, 1126.0, 1364.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
6,6,text,"In summary, SSPCs display a high degree of metabolic plasticity, which enables them to function in changing microenvironments.","[606.0, 1364.0, 1125.0, 1408.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
6,7,text,"Osteoblasts use different nutrients to fulfil specific functions. Upon exposure to systemic or local osteogenic stimuli, SSPCs can differentiate into the osteogenic lineage. Osteoblasts are highly ana","[606.0, 1427.0, 1127.0, 1494.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
6,8,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
6,9,number,404,"[1088.0, 1524.0, 1125.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
7,0,paragraph_title,Review article,"[77.0, 80.0, 307.0, 115.0]",noise,0.8,"[""running header: review article""]",noise,0.8,body_zone,heading_like,short_fragment,False,False
7,1,text,"cells that produce large amounts of matrix, but unlike other secretory skeletal cell types such as chondrocytes, they often localize close to blood vessels $ ^{40} $.","[74.0, 223.0, 593.0, 288.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,2,text,"Metabolically, osteoblast differentiation relies on GLUT1-mediated glucose uptake and Glut1 inactivation in cells expressing Sp7 (also known as osterix) reduces bone mass (Fig. 3). In osteoblasts, glu","[73.0, 289.0, 594.0, 420.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,3,text,"(encoded by Glut4, also known as Slc2a4), on the other hand, mediates
insulin-stimulated glucose uptake, and its expression increases dur-
ing osteoblast differentiation. Glut4 deletion in mature oste","[605.0, 223.0, 1128.0, 419.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,4,image,,"[82.0, 454.0, 1123.0, 1377.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,body_like,empty,True,True
7,5,text,"Fig. 3 | Metabolic profile of skeletal stem and progenitor cells, and their osteogenic and adipogenic descendants. Scheme of the metabolic profile, its regulation and importance for the function of sk","[74.0, 1392.0, 570.0, 1494.0]",figure_caption,0.9,"[""figure prefix matched: Fig. 3 | Metabolic profile of skeletal stem and progenitor c"", ""long text, reduced confidence"", ""near figure media assets""]",figure_caption,0.9,display_zone,legend_like,figure_number,True,True
7,6,text,"AMP-activated protein kinase; GLUT, glucose transporter; GSH, glutathione; HIF,
hypoxia-inducible transcription factor; MAS, malate-aspartate shuttle; NEAA,
non-essential amino acid; OXPHOS, oxidative","[613.0, 1392.0, 1132.0, 1475.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,7,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
7,8,number,405,"[1088.0, 1524.0, 1124.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
8,0,header,Review article,"[77.0, 80.0, 308.0, 117.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
8,1,text,"or by being converted to malate by malic enzyme 2, especially during osteoblast differentiation $ ^{43} $. Malate is then considered to contribute to the malate–aspartate shuttle (MAS) that in osteobl","[73.0, 222.0, 594.0, 375.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,2,text,"Whether OXPHOS increases or decreases during osteoblast differentiation is still a matter of debate $ ^{43,45} $, and the contradictory observations might be explained by transient stage-specific fluc","[73.0, 374.0, 594.0, 849.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,3,text,"The availability of amino acids such as glutamine and proline is important for osteoblast functioning, primarily by supporting biosynthesis and redox homeostasis (Fig. 3). Proliferating osteoprogenito","[73.0, 848.0, 594.0, 1386.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,4,text,"Slc13a5 in mature osteoblasts reduces cortical thickness and affects
matrix mineralization, without a clear effect on trabecular bone. Mech-
anistically, more glucose-derived citrate was detected in t","[605.0, 222.0, 1125.0, 311.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,5,text,"Metabolites not only regulate intracellular properties but can also function extracellularly. Citrate is such a metabolite as it is part of the TCA cycle and contributes to lipogenesis, but is also hi","[73.0, 1385.0, 594.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,6,text,"mineral, but it remains unknown how citrate affects mineral integrity59.
Several in vivo studies indicate that metabolic pathways are
enhanced by bone anabolic agents and by stimulation of HIF signal-","[605.0, 310.0, 1127.0, 721.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,7,text,"Bone marrow adipocytes are a unique cell type. During ageing and in response to environmental or nutritional stimuli, marrow SSPCs or osteoadipogenic progenitors differentiate into BMAds, which progre","[606.0, 739.0, 1127.0, 1128.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,8,text,"Metabolically, the gene expression profile of adipogenic progenitors differs from that of osteogenic progenitors and is characterized by increased OXPHOS, but these in vitro data still need in vivo co","[605.0, 1127.0, 1128.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,9,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1522.0, 557.0, 1544.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
8,10,number,406,"[1087.0, 1524.0, 1126.0, 1543.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
9,0,header,Review article,"[77.0, 80.0, 308.0, 115.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
9,1,text,"of Adipo-CAR cells and BMAds, and their metabolic interaction with surrounding skeletal and haematopoietic cells, is likely to contribute to our understanding of the bone phenotype in obesity, diabete","[73.0, 223.0, 594.0, 291.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,2,paragraph_title,Growth plate chondrocytes are adapted to a specific metabolic microenvironment,"[73.0, 306.0, 526.0, 352.0]",section_heading,0.6,"[""unnumbered paragraph_title, inferred level section_heading: Growth plate chondrocytes are adapted to a specific metaboli""]",section_heading,0.6,body_zone,heading_like,none,True,True
9,3,text,"During long-bone development, SSPCs not only differentiate into osteoblasts and BMAds, but also give rise to chondrocytes in the early phases of the developmental process $ ^{16} $. Chondrocytes are u","[73.0, 353.0, 595.0, 744.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,4,text,"an energy deficit owing to reduced glucose oxidation, indicating that a
certain degree of mitochondrial respiration is still necessary in, prob-
ably, the peripherally located chondrocytes89. In line ","[605.0, 223.0, 1127.0, 589.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,5,text,"Glucose, taken up mainly by GLUT1, a process regulated by BMP-HIF1α $ ^{27} $, appears to be an essential nutrient for chondrocytes (Fig. 4b), as conditional Glut1 deletion decreases their proliferati","[605.0, 589.0, 1127.0, 743.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,6,image,,"[82.0, 782.0, 442.0, 1213.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,body_like,empty,True,True
9,7,image,,"[462.0, 778.0, 1119.0, 1401.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,body_like,empty,True,True
9,8,figure_title,"Fig. 4 | Metabolic regulation of chondrocyte function. a, Low lipid availability and low oxygen levels increase SOX9 expression, which stimulates the differentiation of skeletal stem and progenitor ce","[74.0, 1412.0, 582.0, 1494.0]",figure_caption,0.92,"[""figure_title label: Fig. 4 | Metabolic regulation of chondrocyte function. a, Lo""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
9,9,vision_footnote,"chondrocyte function. Acan, aggrecan; Ac-CoA, acetyl coenzyme A; GLS1, glutaminase 1; GSH, glutathione; HIF, hypoxia-inducible transcription factor; PHGDH, phosphoglycerate dehydrogenase; ROS, reactiv","[606.0, 1412.0, 1114.0, 1493.0]",footnote,0.7,"[""vision_footnote label: chondrocyte function. Acan, aggrecan; Ac-CoA, acetyl coenzym""]",footnote,0.7,body_zone,body_like,none,True,True
9,10,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[75.0, 1523.0, 557.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
9,11,number,407,"[1088.0, 1524.0, 1125.0, 1543.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
10,0,header,Review article,"[77.0, 81.0, 308.0, 117.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
10,1,text,"are equally important for chondrocyte function (for example, by supporting biosynthetic processes). Phosphoglycerate dehydrogenase (PHGDH), the rate-limiting enzyme in the serine synthesis pathway (SS","[73.0, 223.0, 594.0, 719.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,2,text,"The observation that TCA cycle anaplerosis by glucose is rather limited in chondrocytes suggests that these cells rely on other nutritional sources. Fatty acids are not a likely candidate, as these re","[73.0, 719.0, 594.0, 1149.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,3,text,"Although exogenous fatty acids seem to have minimal importance for chondrocyte function, glutamine has been shown to complement glucose in supporting chondrocyte anabolism as part of a feedforward pro","[73.0, 1150.0, 593.0, 1495.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,4,text,"healing34. Yet, excessive glutamine flux must be avoided, as increased
glutamine-dependent α-ketoglutarate production, caused by consti-
tutively active HIF1α signalling, stimulates collagen hydroxyla","[605.0, 223.0, 1126.0, 355.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,5,paragraph_title,Metabolic adaptations during osteoclast differentiation,"[606.0, 371.0, 1026.0, 416.0]",subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Metabolic adaptations during osteoclast differentiation""]",subsection_heading,0.6,body_zone,heading_like,none,True,True
