page,block_id,raw_label,content_preview,bbox,role,role_confidence,evidence,seed_role,seed_confidence,zone,style_family,marker_type,render_default,index_default
2,4,text,"by an external magnetic field, and the ES delivered to the cuff electrodes wrapped around the damaged sciatic nerve facilitates peripheral nerve regeneration. Despite these advances, the application o","[89.0, 981.0, 582.0, 1179.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,5,text,We speculate that an electroactive biomaterial capable of functioning both as a biodegradable regeneration scaffold and wireless ES platform could overcome the aforementioned challenges. In this situa,"[90.0, 1180.0, 581.0, 1444.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,6,text,"gel scaﬀold with capacitive-coupling wireless electrical gener-
ation capability for successful spinal cord injury (SCI) repair
(Figure 1). The biodegradable conductive scaﬀold was composed
of a chito","[600.0, 980.0, 1093.0, 1445.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,7,footer,"Adv. Mater. 2024, 36, 2310483","[93.0, 1487.0, 271.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
2,8,number,2310483 (2 of 10),"[524.0, 1484.0, 658.0, 1507.0]",noise,0.9,"[""page number label""]",noise,0.9,frontmatter_main_zone,reference_like,reference_numeric_dot,False,False
2,9,footer,© 2024 Wiley-VCH GmbH,"[931.0, 1487.0, 1090.0, 1506.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
2,10,aside_text,"15214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Conditio","[1155.0, 30.0, 1171.0, 1535.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,frontmatter_side_zone,support_like,none,False,False
3,0,header,"ADVANCED
SCIENCE NEWS
www.advancedsciencenews.com","[98.0, 45.0, 345.0, 117.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,none,False,False
3,1,header_image,,"[934.0, 44.0, 1097.0, 116.0]",unknown_structural,0.2,"[""unrecognized label 'header_image'""]",unknown_structural,0.2,body_zone,body_like,empty,False,True
3,2,figure_title,a,"[127.0, 159.0, 147.0, 181.0]",figure_inner_text,0.9,"[""panel label / figure inner text: a""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
3,3,image,,"[140.0, 159.0, 346.0, 355.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,4,figure_title,b,"[355.0, 152.0, 373.0, 181.0]",figure_inner_text,0.9,"[""panel label / figure inner text: b""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
3,5,image,,"[377.0, 165.0, 577.0, 355.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,6,figure_title,C,"[589.0, 157.0, 608.0, 181.0]",figure_inner_text,0.9,"[""panel label / figure inner text: C""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
3,7,image,,"[611.0, 172.0, 816.0, 359.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,8,figure_title,d,"[838.0, 154.0, 859.0, 181.0]",figure_inner_text,0.9,"[""panel label / figure inner text: d""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
3,9,chart,,"[836.0, 175.0, 1075.0, 382.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,10,figure_title,e,"[128.0, 372.0, 150.0, 393.0]",figure_inner_text,0.9,"[""panel label / figure inner text: e""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
3,11,figure_title,f,"[355.0, 366.0, 371.0, 394.0]",figure_inner_text,0.9,"[""panel label / figure inner text: f""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
3,12,chart,,"[120.0, 388.0, 361.0, 586.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,13,chart,,"[350.0, 376.0, 596.0, 590.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,14,figure_title,g,"[582.0, 372.0, 602.0, 399.0]",figure_inner_text,0.9,"[""panel label / figure inner text: g""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
3,15,figure_title,h,"[842.0, 367.0, 862.0, 395.0]",figure_inner_text,0.9,"[""panel label / figure inner text: h""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
3,16,chart,,"[586.0, 387.0, 826.0, 587.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,17,chart,,"[832.0, 396.0, 1082.0, 587.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,18,chart,,"[113.0, 589.0, 352.0, 801.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,19,chart,,"[362.0, 594.0, 837.0, 807.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,20,chart,,"[841.0, 593.0, 1070.0, 805.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
3,21,figure_title,Figure 2. Fabrication and characterization of CS/Gel/BP conductive hydrogels. a) TEM image of BP nanosheet. b) AFM image of BP nanosheet. c) SEM image of dehydrated CS/Gel/BP hydrogel. d) Rheological ,"[96.0, 817.0, 1101.0, 952.0]",figure_caption,0.92,"[""figure_title label: Figure 2. Fabrication and characterization of CS/Gel/BP cond""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
3,22,text,enhancing neural regeneration and the regeneration of other tissues.,"[95.0, 982.0, 587.0, 1027.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,23,paragraph_title,2. Results and Discussion,"[96.0, 1054.0, 350.0, 1078.0]",section_heading,0.85,"[""paragraph_title label with numbering: 2. Results and Discussion""]",section_heading,0.85,body_zone,heading_like,heading_numbered,True,True
3,24,text,"Biodegradable conductive hydrogels provide a conductive microenvironment that enhances the repair of electroactive tissues.[11] In this study, we explored a wireless ES strategy based on biodegradable","[95.0, 1091.0, 588.0, 1445.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,25,text,"(BP) nanosheets have been explored as conductive dopants for
constructing conductive hydrogels for neural tissue-engineering
applications.[14] BP nanosheets possess excellent biocompatibil-
ity and bi","[605.0, 981.0, 1099.0, 1444.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,26,footer,"Adv. Mater. 2024, 36, 2310483","[98.0, 1487.0, 277.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
3,27,number,2310483 (3 of 10),"[530.0, 1484.0, 664.0, 1508.0]",noise,0.9,"[""page number label""]",noise,0.9,,reference_like,reference_numeric_dot,False,False
3,28,footer,© 2024 Wiley-VCH GmbH,"[937.0, 1487.0, 1096.0, 1506.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
3,29,aside_text,"15214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Conditio","[1155.0, 32.0, 1171.0, 1536.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,body_zone,body_like,none,False,False
4,0,header,"ADVANCED
SCIENCE NEWS
www.advancedsciencenews.com","[92.0, 46.0, 339.0, 116.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,none,False,False
4,1,header_image,,"[928.0, 44.0, 1091.0, 116.0]",unknown_structural,0.2,"[""unrecognized label 'header_image'""]",unknown_structural,0.2,body_zone,body_like,empty,False,True
4,2,text,"located at 1156 and 1067 cm⁻¹, which can be assigned to the P=O and P−O oxygen functionalities, respectively, resulting from the surface oxidation of BP. Moreover, the peaks between ≈1280 and ≈1510 cm","[89.0, 148.0, 582.0, 325.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,3,text,"After mixing the BP@PDA nanosheets evenly in the chitosan/gelatin solution, a stable composite chitosan/gelatin/black phosphorus (CS/Gel/BP) hydrogel (BCH) was formed by adding the crosslinking agent ","[89.0, 331.0, 583.0, 1246.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,4,text,Capacitive coupling technology is a promising near-field coupling approach for wireless power transfer developed for consumer electronics and vehicles.[16] To avoid complicated device construction usi,"[89.0, 1245.0, 582.0, 1446.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,5,text,"responsive hydrogel scaﬀold with alternating current ﬂow dur-
ing high-frequency charging and discharging can function as an
electroactive biomaterial for tissue engineering applications. The
CS/Gel/B","[598.0, 149.0, 1092.0, 655.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,6,text,"Before investigating the in vitro NSC behavior on a conductive CS/Gel/BP hydrogel with electrostatic induction-driven in situ ES, the biocompatibility of the BCH was studied. A cell contact assay was ","[600.0, 654.0, 1093.0, 1094.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,7,text,"To evaluate the effect of electrostatic-induction-driven in situ WES on cell proliferation, the cell growth density of NSCs on the CS/Gel/BP hydrogels was determined using Ki67 immunofluorescence stai","[599.0, 1094.0, 1093.0, 1443.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,8,footer,"Adv. Mater. 2024, 36, 2310483","[93.0, 1487.0, 271.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
4,9,footer,2310483 (4 of 10),"[524.0, 1484.0, 658.0, 1507.0]",noise,0.9,"[""footer label""]",noise,0.9,,reference_like,reference_numeric_dot,False,False
4,10,footer,© 2024 Wiley-VCH GmbH,"[931.0, 1487.0, 1090.0, 1506.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
4,11,aside_text,"15214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Conditio","[1155.0, 30.0, 1171.0, 1533.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,body_zone,body_like,none,False,False
5,0,header,"ADVANCED
SCIENCE NEWS
www.advancedsciencenews.com","[97.0, 45.0, 346.0, 117.0]",noise,0.9,"[""header label""]",noise,0.9,body_zone,body_like,none,False,False
5,1,header_image,,"[934.0, 44.0, 1097.0, 116.0]",unknown_structural,0.2,"[""unrecognized label 'header_image'""]",unknown_structural,0.2,body_zone,body_like,empty,False,True
5,2,image,,"[123.0, 149.0, 332.0, 513.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,3,chart,,"[319.0, 157.0, 500.0, 332.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,4,chart,,"[523.0, 166.0, 666.0, 330.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,5,chart,,"[684.0, 167.0, 832.0, 330.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,6,chart,,"[348.0, 336.0, 500.0, 495.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,7,chart,,"[840.0, 166.0, 1070.0, 343.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,8,chart,,"[520.0, 337.0, 666.0, 505.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,9,chart,,"[685.0, 337.0, 841.0, 500.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,10,chart,,"[845.0, 348.0, 1073.0, 532.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,11,image,,"[113.0, 528.0, 447.0, 859.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,12,image,,"[455.0, 527.0, 629.0, 858.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,13,image,,"[629.0, 547.0, 776.0, 857.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,14,image,,"[778.0, 551.0, 925.0, 857.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,15,image,,"[925.0, 550.0, 1079.0, 858.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,16,chart,,"[113.0, 866.0, 362.0, 1069.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,17,chart,,"[352.0, 865.0, 583.0, 1058.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,18,chart,,"[584.0, 864.0, 825.0, 1057.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,19,figure_title,k,"[118.0, 1051.0, 138.0, 1077.0]",figure_inner_text,0.9,"[""panel label / figure inner text: k""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
5,20,chart,,"[830.0, 861.0, 1077.0, 1059.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,21,figure_title,m,"[582.0, 1055.0, 609.0, 1078.0]",figure_inner_text,0.9,"[""panel label / figure inner text: m""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
5,22,chart,,"[121.0, 1082.0, 356.0, 1244.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,23,figure_title,n,"[826.0, 1055.0, 847.0, 1078.0]",figure_inner_text,0.9,"[""panel label / figure inner text: n""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
5,24,chart,,"[356.0, 1082.0, 583.0, 1245.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,25,chart,,"[590.0, 1081.0, 831.0, 1244.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,26,chart,,"[838.0, 1079.0, 1075.0, 1244.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
5,27,figure_title,"Figure 3. BCH with wireless in situ ES promotes NSC proliferation, differentiation, and neurotrophic factor secretion. a) Schematic of wireless electrical stimulation (WES) for NSC regulation. b,c) Ef","[96.0, 1251.0, 1099.0, 1406.0]",figure_caption,0.92,"[""figure_title label: Figure 3. BCH with wireless in situ ES promotes NSC prolifer""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
5,28,footer,"Adv. Mater. 2024, 36, 2310483","[99.0, 1487.0, 276.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
5,29,number,2310483 (5 of 10),"[530.0, 1484.0, 664.0, 1507.0]",noise,0.9,"[""page number label""]",noise,0.9,,reference_like,reference_numeric_dot,False,False
5,30,footer,© 2024 Wiley-VCH GmbH,"[937.0, 1487.0, 1096.0, 1506.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,none,False,False
5,31,aside_text,"15214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Conditio","[1155.0, 30.0, 1171.0, 1542.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,body_zone,body_like,none,False,False
6,0,header,"ADVANCED
SCIENCE NEWS
www.advancedsciencenews.com","[92.0, 46.0, 338.0, 116.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
6,1,header_image,,"[929.0, 45.0, 1091.0, 116.0]",unknown_structural,0.2,"[""unrecognized label 'header_image'""]",unknown_structural,0.2,,unknown_like,empty,False,True
6,2,text,"in situ ES on NSC differentiation was also investigated. After 7 d of WES, with 20 min of treatment per day, immunofluorescence staining for Tuj1, a neural marker for neuron-specific microtubule eleme","[90.0, 149.0, 582.0, 805.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,unknown_like,none,True,True
6,3,text,"To investigate in vivo therapeutic effect of the wireless ES generated by the capacitive-coupling-responsive CS/Gel/BP hydrogel, an SCI model with a completely transected T9 segment was established us","[90.0, 807.0, 583.0, 1445.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,unknown_like,none,True,True
6,4,text,"2.75 V. Therefore, the in vivo and in vitro coupling eﬃciency for
power transmission appears to be similar.","[601.0, 148.0, 1092.0, 193.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,body_like,heading_numbered,True,True
6,5,text,"The effect of the BCH combined with electrostatic-induction-driven WES in promoting locomotor functional recovery was evaluated using Basso–Beattie–Bresnahan (BBB) locomotion scores recorded weekly, a","[599.0, 193.0, 1093.0, 609.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,body_like,none,True,True
6,6,text,Urinary system disorders are serious complications of spinal cord injury that cause irreversible pathological changes in the bladder and greatly affect the quality of life of patients. Effective recov,"[600.0, 611.0, 1093.0, 1114.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,body_like,none,True,True
6,7,text,"Luxol fast blue (LFB), a copper-phthalocyanine dye, combines with myelin in an ethanol solution to enhance the staining of the myelin sheath.[20] The histological morphologies of the cavity area and m","[599.0, 1114.0, 1094.0, 1445.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,,body_like,none,True,True
6,8,footer,"Adv. Mater. 2024, 36, 2310483","[93.0, 1487.0, 271.0, 1505.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
6,9,footer,2310483 (6 of 10),"[524.0, 1484.0, 658.0, 1507.0]",noise,0.9,"[""footer label""]",noise,0.9,reference_zone,reference_like,reference_numeric_dot,False,False
6,10,footer,© 2024 Wiley-VCH GmbH,"[931.0, 1487.0, 1090.0, 1506.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
6,11,aside_text,"15214095, 2024, 14, Downloaded from https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310483 by Shandong University Library, Wiley Online Library on [27/02/2026]. See the Terms and Conditio","[1155.0, 30.0, 1171.0, 1533.0]",noise,0.95,"[""margin-band narrow/tall geometry; treated as noise""]",noise,0.95,,unknown_like,none,False,False
7,0,header,"ADVANCED
SCIENCE NEWS
www.advancedsciencenews.com","[97.0, 45.0, 345.0, 117.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
7,1,header,"ADVANCED MATERIALS
www.advmat.de","[934.0, 45.0, 1097.0, 116.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
7,2,chart,,"[137.0, 156.0, 364.0, 331.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
7,3,chart,,"[369.0, 153.0, 616.0, 332.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,,unknown_like,empty,True,True
7,4,figure_title,C,"[139.0, 326.0, 159.0, 347.0]",figure_inner_text,0.9,"[""panel label / figure inner text: C""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
7,5,figure_title,d,"[625.0, 153.0, 644.0, 177.0]",figure_inner_text,0.9,"[""panel label / figure inner text: d""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
7,6,image,,"[147.0, 354.0, 239.0, 672.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,7,image,,"[242.0, 353.0, 335.0, 673.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,8,image,,"[341.0, 355.0, 439.0, 674.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,9,image,,"[440.0, 357.0, 533.0, 670.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,10,image,,"[536.0, 358.0, 628.0, 669.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,11,image,,"[629.0, 153.0, 1056.0, 671.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,12,figure_title,e,"[140.0, 678.0, 156.0, 697.0]",figure_inner_text,0.9,"[""panel label / figure inner text: e""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
7,13,image,,"[145.0, 687.0, 339.0, 928.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,14,image,,"[342.0, 690.0, 519.0, 928.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,15,image,,"[521.0, 683.0, 699.0, 927.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,16,image,,"[699.0, 682.0, 876.0, 928.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,17,image,,"[878.0, 681.0, 1055.0, 931.0]",figure_asset,0.85,"[""media label: image""]",media_asset,0.85,,unknown_like,empty,True,True
7,18,figure_title,f,"[139.0, 936.0, 152.0, 962.0]",figure_inner_text,0.9,"[""panel label / figure inner text: f""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
